datetime,close,macd_1d,macd_signal_1d,rsi_1d,stoch_1d,stoch_signal_1d,atr_1d,macd_2d,macd_signal_2d,rsi_2d,stoch_2d,stoch_signal_2d,atr_2d,macd_3d,macd_signal_3d,rsi_3d,stoch_3d,stoch_signal_3d,atr_3d,macd_1d_final,macd_2d_final,macd_3d_final,stoch_1d_final,stoch_2d_final,stoch_3d_final,target
2020-08-21,11563.0,200.81,178.03,68.1,98.69,91.12,191.54,359.42,346.49,64.57,99.25,95.46,204.28,499.26,474.97,62.63,99.25,94.96,212.46,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-08-23,11583.0,210.36,184.5,68.55,98.83,99.06,179.91,366.16,348.56,64.81,99.32,97.42,198.01,504.94,477.11,62.79,99.32,95.96,208.08,0.7,0.7,0.7,0.1,0.7,0.7,1
2020-08-24,11646.25,220.49,191.7,70.01,91.39,96.3,180.9,373.7,351.2,65.57,94.69,96.6,197.86,511.3,479.55,63.3,94.69,95.93,207.74,0.7,0.7,0.7,0.1,0.1,0.1,1
2020-08-25,11746.25,233.89,200.14,72.2,99.26,96.49,180.68,383.47,354.6,66.75,99.54,96.6,197.14,519.34,482.4,64.1,99.54,96.85,207.03,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-08-26,11966.5,259.3,211.97,76.31,97.06,95.9,187.38,400.27,359.41,69.17,97.88,98.41,199.9,532.38,485.97,65.78,98.0,97.5,208.63,0.7,0.7,0.7,0.7,0.1,0.7,0
2020-08-27,11968.5,276.41,224.86,76.35,93.44,96.59,189.07,414.01,365.16,69.19,95.26,97.65,200.3,543.72,490.09,65.8,95.61,97.04,208.69,0.7,0.7,0.7,0.1,0.1,0.1,0
2020-08-28,12001.0,289.26,237.74,76.93,95.37,95.29,182.53,426.31,371.59,69.54,97.15,97.3,196.63,554.37,494.68,66.04,97.48,96.8,206.04,0.7,0.7,0.7,0.7,0.1,0.7,0
2020-08-30,12047.25,299.71,250.13,77.77,99.9,96.24,173.17,437.86,378.57,70.05,99.94,97.41,191.44,564.76,499.69,66.4,99.94,98.18,202.36,0.7,0.7,0.7,0.7,0.7,0.7,0
2020-08-31,12124.75,310.68,262.24,79.14,96.14,97.14,173.37,450.04,386.09,70.88,97.64,97.9,190.89,575.79,505.12,66.99,97.89,97.97,201.74,0.7,0.7,0.7,0.1,0.1,0.1,0
2020-09-01,12359.75,334.47,276.69,82.63,99.88,98.64,177.88,469.4,394.86,73.24,99.91,97.96,192.52,591.93,511.32,68.69,99.93,98.04,202.56,0.7,0.7,0.7,0.7,0.7,0.7,0
2020-09-02,12421.0,354.18,292.19,83.41,96.52,97.51,186.01,487.71,404.63,73.81,97.33,97.87,196.06,607.76,518.21,69.12,98.0,97.9,204.69,0.7,0.7,0.7,0.1,0.1,0.7,0
2020-09-03,11599.75,300.08,293.77,50.6,30.46,75.62,232.67,467.73,411.28,56.9,46.61,89.76,219.04,597.92,523.91,58.24,60.04,94.05,219.8,0.7,0.7,0.7,0.4,0.4,0.1,0
2020-09-04,11543.75,249.81,284.97,49.18,30.4,52.46,266.09,446.27,414.96,55.99,43.15,80.76,236.23,586.42,528.37,57.61,57.45,89.37,231.24,0.1,0.7,0.7,0.4,0.4,0.1,0
2020-09-06,11415.75,197.36,267.45,46.0,20.72,27.19,264.14,420.51,415.54,53.96,35.25,69.98,236.32,571.34,531.44,56.18,51.53,84.21,231.42,0.1,0.7,0.7,0.4,0.4,0.1,0
2020-09-07,11557.75,165.35,247.03,49.87,31.46,27.52,260.48,402.44,414.17,55.81,44.02,61.04,235.49,560.73,533.53,57.38,58.1,80.04,230.98,0.1,0.1,0.7,1.0,0.4,0.1,0
2020-09-08,11039.75,97.06,217.04,38.92,6.85,19.67,287.61,363.34,408.82,48.44,12.03,46.4,249.94,535.3,533.66,52.04,34.15,73.0,240.73,0.1,0.1,0.7,0.4,0.4,0.4,1
2020-09-09,11443.0,74.62,188.55,48.42,33.22,23.84,298.6,344.67,402.06,53.41,36.93,36.33,256.78,522.71,532.88,55.35,52.79,67.76,245.51,0.1,0.1,0.1,1.0,1.0,0.1,0
2020-09-10,11202.25,36.99,158.24,44.02,17.48,19.18,311.33,316.92,393.1,50.4,22.06,32.24,264.64,503.46,530.77,53.11,41.66,61.52,251.01,0.1,0.1,0.1,0.4,0.4,0.4,0
2020-09-11,11069.75,-3.49,125.89,41.76,8.81,19.84,318.95,285.8,381.81,48.83,13.88,27.36,270.12,481.22,527.24,51.93,32.43,54.02,254.99,0.4,0.1,0.1,0.4,0.4,0.4,0
2020-09-13,11172.5,-26.97,95.32,44.15,15.53,13.94,304.02,261.73,369.17,50.08,18.55,24.58,264.4,463.01,522.65,52.76,36.41,47.17,251.54,0.4,0.1,0.1,1.0,0.4,0.4,0
2020-09-14,11283.5,-36.2,69.02,46.69,22.79,15.71,296.5,244.32,356.02,51.41,22.79,21.04,262.05,448.77,517.37,53.66,39.82,44.93,250.28,0.4,0.1,0.1,1.0,1.0,0.4,0
2020-09-15,11420.5,-32.09,48.8,49.73,31.75,23.36,293.04,233.96,343.18,53.01,31.75,24.33,261.55,438.97,511.77,54.74,46.8,43.74,250.22,0.4,0.1,0.1,1.0,1.0,1.0,0
2020-09-16,11267.5,-40.71,30.89,46.54,21.74,25.43,294.34,217.62,329.96,51.06,21.74,21.8,263.33,424.94,505.57,53.31,39.0,42.35,251.68,0.4,0.1,0.1,0.4,0.4,0.4,0
2020-09-17,11068.5,-62.88,12.14,42.7,10.57,21.35,299.55,194.09,315.66,48.65,10.57,19.88,267.04,405.7,498.44,51.53,21.3,38.26,254.43,0.4,0.1,0.1,0.4,0.4,0.4,1
2020-09-18,10930.0,-90.58,-8.4,40.22,11.23,14.51,308.15,166.81,299.99,47.05,10.94,19.39,272.5,383.42,490.22,50.32,10.94,35.68,258.37,0.4,0.1,0.1,0.4,0.4,0.4,1
2020-09-20,10930.5,-111.2,-28.96,40.23,17.17,12.99,294.21,142.18,283.38,47.05,10.97,18.13,266.81,362.38,481.09,50.33,10.97,31.04,254.91,0.4,0.1,0.1,1.0,0.4,0.4,1
2020-09-21,11011.0,-119.68,-47.11,42.48,38.21,22.2,298.86,123.35,266.53,48.12,19.6,17.6,270.11,344.79,471.35,51.03,19.6,28.59,257.39,0.4,0.1,0.1,1.0,1.0,0.4,1
2020-09-22,11119.5,-116.3,-60.94,45.47,49.92,35.1,298.42,110.9,250.15,49.55,25.6,16.57,270.92,331.22,461.34,51.96,25.6,27.83,258.24,0.4,0.1,0.1,1.0,1.0,0.4,1
2020-09-23,10748.0,-141.96,-77.15,38.16,9.93,32.69,312.59,83.83,232.64,45.15,5.05,13.79,278.98,307.58,450.36,48.71,5.05,24.34,263.92,0.4,0.1,0.1,0.4,0.4,0.4,1
2020-09-24,10950.0,-144.33,-90.58,43.48,32.26,30.7,315.29,68.16,215.33,47.76,16.22,14.73,281.54,291.17,438.99,50.43,16.22,21.72,265.98,0.4,0.1,0.1,1.0,1.0,0.4,1
2020-09-25,11129.5,-130.23,-98.51,47.78,52.01,31.4,317.92,61.66,199.15,49.96,26.15,17.27,284.05,280.79,427.69,51.91,26.15,19.43,268.03,0.4,0.1,0.1,0.7,1.0,1.0,1
2020-09-27,11158.5,-115.38,-101.88,48.46,57.16,47.14,298.78,56.95,184.19,50.31,27.76,20.06,275.69,271.68,416.55,52.14,27.76,18.18,262.83,0.4,0.1,0.1,0.7,1.0,1.0,1
2020-09-28,11417.25,-81.79,-97.87,54.21,86.64,65.27,297.55,63.54,171.49,53.34,42.07,23.81,275.9,270.34,406.1,54.19,42.07,20.49,263.28,1.0,0.1,0.1,0.7,1.0,1.0,0
2020-09-29,11339.75,-60.72,-90.44,52.33,77.81,73.87,287.65,65.91,160.37,52.35,37.79,25.84,271.73,266.51,396.13,53.49,37.79,23.47,260.8,1.0,0.1,0.1,0.7,1.0,1.0,1
2020-09-30,11442.0,-35.37,-79.42,54.57,89.46,84.64,292.67,72.13,151.08,53.53,43.44,32.24,274.81,265.55,386.8,54.29,43.44,27.08,263.11,1.0,0.1,0.1,0.7,1.0,1.0,1
2020-10-01,11571.25,-4.79,-64.5,57.3,96.57,87.95,285.68,82.89,143.91,54.99,50.59,37.97,271.95,268.01,378.32,55.29,50.59,30.52,261.48,1.0,0.1,0.1,0.7,0.7,0.7,1
2020-10-02,11250.5,-6.37,-52.87,49.37,62.7,82.91,292.7,78.6,137.03,50.87,32.85,39.08,275.95,260.7,369.92,52.38,32.85,31.33,264.4,1.0,0.1,0.1,0.1,0.4,1.0,1
2020-10-04,11330.5,-1.15,-42.53,51.18,71.15,76.8,277.87,77.94,130.81,51.8,37.28,40.67,269.13,255.91,361.77,53.01,37.28,34.91,260.13,1.0,0.1,0.1,0.1,0.4,1.0,1
2020-10-05,11433.0,11.13,-31.79,53.48,81.97,71.94,274.41,81.46,125.62,52.99,44.01,40.99,267.71,254.08,354.08,53.82,42.95,37.88,259.4,0.7,0.1,0.1,0.7,1.0,1.0,1
2020-10-06,11255.0,6.43,-24.15,49.15,63.17,72.1,278.13,76.81,120.48,50.74,50.46,43.11,269.81,246.93,346.43,52.23,33.1,38.65,261.0,0.7,0.1,0.1,0.1,0.7,0.4,1
2020-10-07,11500.0,22.21,-14.88,54.6,89.0,78.05,277.0,82.81,116.51,53.55,89.04,50.71,269.54,247.04,339.33,54.14,46.65,40.75,261.03,0.7,0.1,0.1,0.7,0.7,1.0,1
2020-10-08,11579.0,40.63,-3.78,56.23,97.38,83.18,265.02,91.22,113.85,54.43,97.39,58.51,263.82,249.08,332.88,54.73,51.02,41.74,257.41,0.7,0.1,0.1,0.7,0.7,0.7,1
2020-10-09,11731.5,66.76,10.33,59.27,99.49,95.29,259.32,104.83,112.9,56.07,99.49,69.61,261.01,254.99,327.32,55.87,59.46,44.15,255.69,0.7,0.1,0.1,0.7,0.7,0.7,1
2020-10-11,11743.0,87.38,25.74,59.5,98.67,98.51,245.35,117.04,113.34,56.2,98.86,79.88,253.97,260.43,322.54,55.96,60.1,46.0,251.12,0.7,0.7,0.1,0.7,0.7,0.7,0
2020-10-12,12108.25,131.69,46.93,66.02,91.67,96.61,262.04,142.94,116.45,59.92,94.28,88.26,262.0,275.59,319.19,58.57,80.3,49.3,256.55,0.7,0.7,0.1,0.1,0.7,0.7,0
2020-10-13,12114.0,165.36,70.61,66.11,87.91,92.75,259.7,165.68,121.64,59.98,91.58,95.11,260.83,289.35,317.06,58.61,80.62,54.61,255.9,0.7,0.7,0.1,0.1,0.1,0.7,0
2020-10-14,11960.25,177.59,92.01,61.31,73.39,84.32,260.77,178.82,127.66,57.76,81.92,93.92,261.33,297.22,315.64,57.11,72.12,58.48,256.35,0.7,0.7,0.1,0.1,0.1,0.7,0
2020-10-15,11915.0,181.53,109.91,59.93,69.21,76.84,258.56,187.99,134.01,57.11,79.07,90.87,260.2,302.77,314.72,56.68,69.61,61.44,255.72,0.7,0.7,0.1,0.1,0.1,0.7,0
2020-10-16,11795.75,173.04,122.54,56.33,56.97,66.52,256.44,190.5,139.95,55.42,71.58,86.22,259.09,304.05,313.96,55.53,63.02,64.77,255.08,0.7,0.7,0.1,0.1,0.1,0.1,0
2020-10-18,11872.5,170.54,132.14,58.07,64.27,63.48,244.68,195.4,145.79,56.28,76.4,82.47,253.11,307.01,313.46,56.12,67.26,67.06,251.19,0.7,0.7,0.1,0.7,0.1,0.7,0
2020-10-19,11714.0,154.0,136.51,53.33,49.19,56.81,252.65,192.44,150.7,54.04,66.44,77.83,256.8,304.77,312.84,54.6,58.49,67.89,253.69,0.7,0.7,0.1,0.4,0.1,0.1,0
2020-10-20,11703.5,138.44,136.9,53.02,48.19,53.89,248.3,188.8,154.71,53.89,65.78,73.53,254.47,301.99,312.07,54.5,57.91,67.71,252.22,0.7,0.7,0.1,0.4,0.1,0.1,0
2020-10-21,11624.75,118.39,133.2,50.66,40.7,46.03,244.39,181.68,157.55,52.77,60.83,70.02,252.3,296.75,310.97,53.75,54.88,67.14,250.82,0.1,0.7,0.1,0.4,0.1,0.1,0
2020-10-22,11663.25,104.41,127.44,51.79,41.84,43.58,242.05,176.45,159.54,53.27,63.25,67.38,250.85,292.61,309.66,54.07,63.25,65.24,249.89,0.1,0.7,0.1,0.4,0.1,0.1,0
2020-10-23,11669.0,92.72,120.5,51.97,25.27,35.94,234.75,171.54,160.8,53.34,63.53,66.04,246.88,288.57,308.15,54.11,63.61,63.35,247.27,0.1,0.7,0.1,0.4,0.1,0.7,0
2020-10-25,11626.25,79.1,112.22,50.48,15.67,27.59,224.89,164.86,161.23,52.69,60.83,63.45,241.52,283.21,306.37,53.68,60.93,62.11,243.68,0.1,0.7,0.1,0.4,0.1,0.1,0
2020-10-26,11488.5,56.53,101.08,45.92,16.03,18.99,233.88,152.63,160.32,50.61,52.16,61.06,245.42,273.93,304.06,52.31,52.27,60.18,246.23,0.1,0.1,0.1,0.4,0.1,0.1,0
2020-10-27,11537.0,42.08,89.28,47.71,21.39,17.7,227.12,143.39,158.54,51.31,50.44,58.51,241.63,266.39,301.36,52.74,55.32,59.33,243.68,0.1,0.1,0.1,1.0,0.1,0.1,1
2020-10-28,11189.25,2.54,71.93,37.99,5.78,14.4,242.43,120.08,154.49,46.41,5.78,49.33,248.77,249.08,297.63,49.42,33.46,55.57,248.39,0.1,0.1,0.1,0.4,0.4,0.4,1
2020-10-29,11213.25,-26.56,52.23,38.91,8.46,11.88,247.4,100.1,148.77,46.77,7.92,40.11,251.02,233.47,293.05,49.65,34.97,52.96,249.91,0.4,0.1,0.1,0.4,0.4,0.4,1
2020-10-30,11085.5,-59.25,29.94,35.85,13.06,9.1,253.66,76.71,141.18,45.08,10.78,31.32,254.02,215.09,287.48,48.48,26.94,49.52,251.94,0.4,0.1,0.1,1.0,0.4,0.4,1
2020-11-01,10997.75,-91.18,5.71,33.87,4.9,8.81,242.84,52.06,131.8,43.95,4.05,21.85,248.6,195.32,280.9,47.68,21.43,45.8,248.37,0.4,0.1,0.1,0.4,0.4,0.4,1
2020-11-02,11087.0,-108.04,-17.04,37.63,14.41,10.79,244.7,33.85,121.49,45.4,11.12,15.02,249.32,179.39,273.65,48.56,27.04,41.78,248.86,0.4,0.1,0.1,1.0,0.4,0.4,1
2020-11-03,11316.5,-101.71,-33.97,46.12,37.19,18.83,247.25,27.33,111.58,48.91,28.69,11.39,250.44,171.06,266.32,50.73,41.46,39.31,249.61,0.4,0.1,0.1,1.0,1.0,1.0,1
2020-11-04,11794.5,-57.46,-38.67,58.72,94.67,48.76,273.34,41.68,104.22,55.14,65.28,21.31,263.37,176.88,259.93,54.8,71.5,40.49,258.25,0.4,0.1,0.1,0.7,0.7,0.7,1
2020-11-05,12066.75,-0.42,-31.02,63.9,95.72,75.86,278.55,65.76,100.17,58.15,86.12,34.34,266.33,189.82,254.92,56.88,88.61,44.53,260.35,1.0,0.1,0.1,0.7,0.7,0.7,0
2020-11-06,12084.5,45.69,-15.68,64.22,97.23,95.88,275.67,87.63,98.85,58.34,87.48,47.12,265.32,202.01,251.14,57.01,89.73,48.35,259.82,0.7,0.1,0.1,0.7,0.7,0.7,0
2020-11-08,12232.5,93.11,6.08,66.82,98.25,97.07,268.19,112.98,100.34,59.91,98.25,62.82,261.96,217.22,248.72,58.11,98.56,55.58,257.7,0.7,0.7,0.1,0.7,0.7,0.7,0
2020-11-09,11854.0,99.0,24.66,55.67,62.27,85.92,291.48,119.09,102.31,54.47,62.27,71.35,273.82,220.08,246.67,54.47,68.35,59.29,265.72,0.7,0.7,0.1,0.1,0.1,0.7,1
2020-11-10,11598.25,82.08,36.15,49.64,44.81,68.44,298.45,113.33,103.47,51.22,44.81,74.04,277.94,215.05,244.42,52.21,53.7,62.26,268.65,0.7,0.7,0.1,0.4,0.4,0.1,1
2020-11-11,11896.5,91.69,47.26,55.67,65.17,57.42,301.52,120.49,105.26,54.51,65.17,74.02,280.21,218.7,242.58,54.47,70.78,67.75,270.39,0.7,0.7,0.1,0.7,0.1,0.7,1
2020-11-12,11851.25,94.56,56.72,54.6,62.08,57.35,294.15,124.55,107.3,53.93,62.08,70.01,277.28,220.46,241.0,54.07,65.13,71.98,268.67,0.7,0.7,0.1,0.7,0.1,0.1,1
2020-11-13,11944.25,103.15,66.0,56.45,68.43,65.23,283.87,131.71,109.86,54.94,68.43,66.84,272.74,224.46,239.82,54.77,68.43,74.98,265.85,0.7,0.7,0.1,0.7,0.7,0.1,0
2020-11-15,12045.25,116.76,76.16,58.43,75.32,68.61,272.13,141.91,113.24,56.03,75.32,63.01,267.27,230.74,239.17,55.51,75.32,75.4,262.37,0.7,0.7,0.1,0.7,0.7,0.1,0
2020-11-16,12049.25,126.41,86.21,58.51,75.6,73.12,269.1,150.68,117.18,56.07,75.6,65.24,265.93,236.33,238.97,55.54,75.6,73.96,261.59,0.7,0.7,0.1,0.7,0.7,0.7,1
2020-11-17,11979.25,126.95,94.36,56.45,70.82,73.91,257.24,155.03,121.16,55.08,70.82,69.57,260.11,239.15,238.98,54.88,70.82,71.85,257.81,0.7,0.7,0.7,0.1,0.7,0.1,1
2020-11-18,11879.75,117.99,99.08,53.57,60.69,69.04,250.54,154.21,124.64,53.69,64.03,69.38,256.66,238.56,238.95,53.95,64.03,68.02,255.57,0.7,0.7,0.1,0.1,0.1,0.1,1
2020-11-19,11937.5,114.23,102.11,55.0,60.12,63.88,246.56,155.46,127.89,54.38,67.97,70.36,254.45,239.35,238.98,54.41,67.97,67.98,254.12,0.7,0.7,0.7,0.1,0.1,0.1,1
2020-11-20,11906.75,107.53,103.2,54.05,44.67,55.16,239.37,154.8,130.72,53.94,65.87,69.93,250.58,238.87,238.97,54.12,65.87,69.33,251.55,0.7,0.7,0.1,0.4,0.1,0.1,1
2020-11-22,11931.25,103.01,103.16,54.72,47.39,50.73,224.78,154.78,133.25,54.25,67.54,68.64,242.88,238.8,238.96,54.32,67.54,68.97,246.39,0.1,0.7,0.1,0.4,0.1,0.1,1
2020-11-23,11952.25,99.97,102.52,55.33,49.71,47.26,222.45,155.19,135.56,54.52,68.98,67.53,241.07,239.01,238.96,54.49,68.98,69.4,245.1,0.1,0.7,0.7,1.0,0.7,0.1,1
2020-11-24,12126.25,110.33,104.08,60.11,68.96,55.35,224.78,162.43,138.39,56.73,80.85,69.21,241.57,243.88,239.31,55.94,80.85,70.78,245.34,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-11-25,12179.5,121.44,107.55,61.47,99.12,72.6,216.45,170.6,141.78,57.39,84.49,72.62,236.81,249.57,240.05,56.37,84.49,71.79,242.07,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-11-26,12154.25,126.74,111.39,60.42,89.74,85.94,207.74,176.26,145.41,56.97,82.76,75.08,231.72,253.75,241.02,56.1,82.76,72.59,238.56,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-11-27,12267.25,138.46,116.8,63.43,92.56,93.81,205.08,185.5,149.63,58.4,90.48,79.18,229.54,260.5,242.42,57.04,90.48,74.77,236.94,0.7,0.7,0.7,0.1,0.7,0.7,1
2020-11-29,12316.75,150.02,123.45,64.7,96.72,93.01,195.22,195.22,154.43,59.02,93.86,83.57,223.73,267.79,244.23,57.45,93.86,78.09,232.89,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-11-30,12348.75,159.92,130.74,65.53,99.86,96.38,200.11,204.59,159.71,59.42,96.04,88.08,225.16,275.07,246.43,57.71,96.04,81.21,233.63,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-12-01,12450.75,173.99,139.39,68.11,91.58,96.05,198.43,216.58,165.7,60.71,96.21,90.64,223.42,284.33,249.14,58.56,96.21,84.58,232.27,0.7,0.7,0.7,0.1,0.7,0.7,0
2020-12-02,12466.0,184.24,148.36,68.49,93.73,95.06,196.5,227.18,172.17,60.9,97.18,92.75,221.57,292.92,252.26,58.69,97.18,87.87,230.82,0.7,0.7,0.7,0.1,0.7,0.7,0
2020-12-03,12484.75,191.68,157.02,68.98,92.59,92.63,189.31,236.67,178.96,61.14,96.59,95.06,217.07,300.97,255.74,58.84,96.59,90.94,227.6,0.7,0.7,0.7,0.1,0.7,0.7,0
2020-12-04,12508.5,197.21,165.06,69.62,95.82,94.05,181.98,245.36,185.95,61.46,97.91,96.3,212.42,308.67,259.52,59.05,98.08,92.85,224.25,0.7,0.7,0.7,0.7,0.7,0.7,0
2020-12-06,12544.25,202.15,172.48,70.61,97.03,95.15,173.14,253.83,193.09,61.94,98.32,97.04,206.91,316.38,263.59,59.36,98.62,94.42,220.3,0.7,0.7,0.7,0.7,0.7,0.7,0
2020-12-07,12575.0,206.17,179.22,71.47,95.52,96.12,170.58,261.86,200.33,62.35,96.75,97.16,204.43,323.93,267.9,59.63,97.84,96.1,218.32,0.7,0.7,0.7,0.1,0.1,0.7,1
2020-12-08,12647.0,212.71,185.92,73.43,97.42,96.66,170.36,271.21,207.79,63.33,98.09,97.47,203.11,332.52,272.51,60.26,98.71,97.01,217.11,0.7,0.7,0.7,0.7,0.7,0.7,1
2020-12-09,12363.0,192.76,187.28,56.85,61.57,84.84,183.76,266.68,213.99,57.25,73.74,93.57,208.64,331.82,276.75,56.68,82.27,95.73,220.46,0.7,0.7,0.7,0.1,0.1,0.1,1
2020-12-10,12403.0,178.12,185.45,58.28,55.03,71.34,187.08,263.55,219.21,57.84,77.17,90.33,209.41,331.88,280.69,57.05,84.59,94.45,220.7,0.1,0.7,0.7,0.1,0.1,0.1,1
2020-12-11,12372.5,162.19,180.8,56.73,49.14,55.25,186.51,258.69,223.36,57.22,74.56,86.44,208.33,330.6,284.25,56.67,82.82,92.97,219.71,0.1,0.7,0.7,0.4,0.1,0.1,1
2020-12-13,12416.5,151.37,174.91,58.44,56.68,53.62,177.68,255.47,226.74,57.9,76.91,82.87,203.13,330.23,287.54,57.09,85.37,91.65,215.97,0.1,0.7,0.7,0.7,0.1,0.1,1
2020-12-14,12479.75,146.21,169.17,60.84,67.52,57.78,176.47,254.52,229.67,58.88,78.8,79.88,201.62,331.25,290.66,57.69,89.03,90.81,214.66,0.1,0.7,0.7,0.7,0.1,0.1,1
2020-12-15,12595.25,149.72,165.28,64.82,87.32,70.51,176.92,257.8,232.63,60.6,91.47,78.77,200.95,335.06,293.83,58.77,95.72,90.55,213.9,0.1,0.7,0.7,0.7,0.7,0.7,1
2020-12-16,12682.75,157.74,163.77,67.52,95.63,83.49,173.73,263.61,235.89,61.86,97.64,82.76,198.49,340.63,297.17,59.57,98.79,90.57,211.96,0.1,0.7,0.7,0.7,0.7,0.7,1
2020-12-17,12750.25,167.61,164.54,69.47,97.17,93.37,168.05,270.82,239.57,62.82,98.39,86.29,194.77,347.24,300.75,60.18,99.15,90.72,209.15,0.7,0.7,0.7,0.7,0.7,0.7,0
2020-12-18,12750.25,173.43,166.32,69.47,93.25,95.35,168.84,276.38,243.44,62.82,96.09,89.88,194.21,352.86,304.47,60.18,97.92,90.63,208.43,0.7,0.7,0.7,0.1,0.7,0.7,1
2020-12-20,12749.0,175.92,168.24,69.38,93.04,94.49,159.1,280.42,247.34,62.78,95.96,93.06,188.43,357.52,308.26,60.17,97.85,92.36,204.25,0.7,0.7,0.7,0.1,0.7,0.7,1
2020-12-21,12701.25,172.06,169.0,65.9,84.67,90.32,170.14,281.13,250.89,61.57,91.11,95.11,192.91,359.96,311.95,59.48,94.92,93.51,206.85,0.7,0.7,0.7,0.1,0.1,0.7,1
2020-12-22,12720.25,168.58,168.92,66.61,88.0,88.57,169.87,281.71,254.14,61.88,93.02,95.37,191.96,362.26,315.55,59.67,95.61,94.93,205.89,0.1,0.7,0.7,0.1,0.1,0.7,1
2020-12-23,12655.0,158.73,166.88,61.8,76.57,83.08,165.95,278.62,256.71,60.18,86.36,93.49,189.21,362.01,318.86,58.72,89.6,95.4,203.72,0.1,0.7,0.7,0.1,0.1,0.1,1
2020-12-24,12702.75,153.02,164.11,63.86,84.93,83.17,160.7,277.06,258.86,60.99,91.23,92.3,185.75,362.65,321.99,59.2,93.31,95.87,201.07,0.1,0.7,0.7,0.7,0.1,0.1,0
2020-12-27,12734.0,149.29,161.15,65.18,90.41,83.97,154.4,276.16,260.68,61.53,94.03,91.95,181.71,363.65,324.97,59.53,95.74,95.88,198.01,0.1,0.7,0.7,0.7,0.7,0.1,1
2020-12-28,12851.75,154.06,159.73,69.68,99.52,91.62,152.66,279.51,262.66,63.47,99.61,92.56,179.86,367.45,328.0,60.72,99.78,95.99,196.39,0.1,0.7,0.7,0.7,0.7,0.7,0
2020-12-29,12844.75,155.48,158.88,69.11,86.31,92.08,149.56,281.34,264.63,63.27,91.28,92.59,177.34,370.26,331.02,60.61,94.87,95.51,194.32,0.1,0.7,0.7,0.1,0.1,0.1,1
2020-12-30,12849.0,155.17,158.14,69.27,87.11,90.98,145.21,282.28,266.49,63.34,91.79,92.38,174.18,372.46,333.98,60.65,94.92,95.18,191.81,0.1,0.7,0.7,0.1,0.1,0.1,1
2020-12-31,12883.25,155.88,157.69,70.63,93.08,88.83,141.45,283.72,268.3,63.93,95.91,93.98,171.26,374.96,336.91,61.01,97.02,95.09,189.44,0.1,0.7,0.7,0.7,0.7,0.7,1
2021-01-03,12863.5,153.09,156.77,68.74,88.23,89.47,134.74,283.29,269.88,63.32,93.54,94.36,166.84,376.19,339.71,60.69,95.18,95.11,186.06,0.1,0.7,0.7,0.1,0.1,0.7,1
2021-01-04,12674.75,134.1,152.23,53.9,42.95,74.75,156.33,274.09,270.32,57.87,61.64,88.96,176.49,371.39,341.98,57.66,75.39,92.87,192.04,0.1,0.7,0.7,0.4,0.1,0.1,1
2021-01-05,12794.25,127.23,147.23,59.82,66.93,66.04,159.18,270.16,270.3,60.13,77.77,85.32,177.19,369.88,343.97,58.99,85.74,92.44,192.14,0.1,0.1,0.7,0.7,0.1,0.1,1
2021-01-06,12672.25,110.66,139.92,52.42,42.45,50.78,172.95,260.71,269.29,56.9,61.3,80.32,183.44,364.48,345.43,57.12,75.17,90.42,195.94,0.1,0.1,0.7,0.4,0.1,0.1,1
2021-01-07,12938.0,117.62,135.46,63.12,95.79,68.39,182.17,262.79,268.61,61.56,97.17,81.22,187.67,366.64,346.95,59.95,98.18,90.69,198.47,0.1,0.1,0.7,0.7,0.7,0.7,0
2021-01-08,13123.5,136.53,135.67,68.45,99.96,79.4,183.21,271.68,268.93,64.35,99.97,81.9,188.0,373.46,348.84,61.76,99.98,90.72,198.43,0.7,0.7,0.7,0.7,0.7,0.7,0
2021-01-10,13081.5,146.44,137.83,66.12,93.32,96.36,173.95,276.95,269.78,63.27,95.34,82.2,183.19,378.03,350.93,61.12,96.79,90.93,194.98,0.7,0.7,0.7,0.1,0.7,0.7,0
2021-01-11,12922.0,139.81,138.22,58.04,68.12,87.13,177.47,274.04,270.22,59.36,77.73,84.88,184.62,377.14,352.8,58.75,84.67,89.79,195.65,0.7,0.7,0.7,0.1,0.1,0.1,1
2021-01-12,12896.25,130.97,136.77,56.83,64.05,75.16,178.45,269.55,270.15,58.75,74.88,84.4,184.86,375.07,354.39,58.38,82.71,88.2,195.54,0.1,0.1,0.7,0.1,0.1,0.1,1
2021-01-13,12970.0,128.43,135.1,59.43,75.7,69.29,178.71,267.88,269.91,59.97,83.03,88.02,184.76,374.76,355.85,59.14,87.71,87.37,195.22,0.1,0.1,0.7,0.7,0.1,0.7,1
2021-01-14,12917.0,120.75,132.23,56.78,67.33,69.02,176.5,263.35,269.22,58.67,76.76,84.62,183.44,372.44,357.03,58.35,80.24,87.91,194.09,0.1,0.1,0.7,0.1,0.1,0.1,1
2021-01-15,12758.75,100.74,125.93,49.66,42.32,61.78,177.19,251.85,267.39,55.01,50.41,76.36,183.54,365.25,357.62,56.07,64.84,85.59,193.91,0.1,0.1,0.7,0.4,0.1,0.1,1
